worker_id,platform,location,earnings_per_day,hours_worked,jobs_completed,rating,date
1,swiggy,delhi,-0.21815773800005953,-0.20598398235799548,-0.39078331928274446,-0.21982400352190115,2024-01-01
2,zomato,mumbai,-0.2146144523058818,0.40818844210391725,-0.03181051327117874,-0.5861973427250701,2024-01-01
3,uber,bangalore,-0.19335473814081547,1.02236086656583,1.0451079047635183,0.1465493356812678,2024-01-02
4,swiggy,pune,-0.20705544282496932,0.10110222987296087,-0.24719419687811817,-0.7083217891261271,2024-01-02
5,freelancer,delhi,-0.18154378582688974,0.40818844210391725,-1.4677017373174417,0.26867378208232484,2024-01-03
6,uber,chennai,-0.2098900713803115,6.549912686723045,0.6861350987519527,-0.21982400352190115,2024-01-03
7,swiggy,pune,-0.20705544282496932,0.10110222987296087,-0.24719419687811817,-0.8304462355271831,2024-01-04
8,zomato,mumbai,-0.2146144523058818,0.7152746543348736,0.1835731703357607,-0.46407289632401416,2024-01-04
10,freelancer,delhi,-0.1106780719433353,-0.8201564068199082,-1.6112908597220679,0.3907982284833808,2024-01-05
11,swiggy,delhi,-0.22170102369423725,-0.5130701945889519,-0.7497561252943101,-0.5861973427250701,2024-01-06
12,zomato,mumbai,-0.21225226184309665,0.10110222987296087,0.327162292740387,-0.0976995571208452,2024-01-06
13,uber,bangalore,0.007431451195922083,0.40818844210391725,1.76305351678665,0.26867378208232484,2024-01-07
14,swiggy,pune,-0.21579554753727437,-2.6626736802056463,-0.5343724416873707,-0.8304462355271831,2024-01-07
16,uber,chennai,-0.20752788091752636,0.40818844210391725,0.5425459763473264,1.6120426924939446,2024-01-08
17,swiggy,pune,-0.2193388332314521,-0.20598398235799548,-0.39078331928274446,-0.7083217891261271,2024-01-09
18,zomato,mumbai,-0.2134333570744892,0.40818844210391725,0.11177860913344755,-0.46407289632401416,2024-01-09
19,uber,bangalore,-0.20705544282496932,0.7152746543348736,0.6861350987519527,0.02442488928021184,2024-01-10
20,freelancer,delhi,-0.17681940490131942,-0.5130701945889519,-1.3959071761151285,0.26867378208232484,2024-01-10
21,swiggy,delhi,-0.22051992846284466,-0.8201564068199082,-0.8215506864966233,-0.8304462355271831,2024-01-11
22,zomato,mumbai,-0.2098900713803115,0.40818844210391725,0.25536773153807385,-0.3419484499229571,2024-01-11
23,uber,bangalore,-0.19807911906638576,0.7152746543348736,0.9015187823588922,0.1465493356812678,2024-01-12
24,swiggy,pune,-0.20705544282496932,0.10110222987296087,-0.3189887580804313,-0.5861973427250701,2024-01-12
25,freelancer,delhi,-0.16973283351296398,-0.20598398235799548,-1.3241126149128153,0.02442488928021184,2024-01-13
26,uber,chennai,-0.20634678568613377,0.40818844210391725,0.7579296599542659,-0.21982400352190115,2024-01-13
27,swiggy,pune,-0.21886639513889505,-0.5130701945889519,-0.4625778804850576,-0.7083217891261271,2024-01-14
28,zomato,mumbai,-0.2117798237505396,0.10110222987296087,0.1835731703357607,-0.46407289632401416,2024-01-14
29,uber,bangalore,-0.1957169286036006,1.02236086656583,1.1886970271681447,0.26867378208232484,2024-01-15
30,freelancer,delhi,-0.08705616731548382,-0.8201564068199082,-1.5394962985197547,0.3907982284833808,2024-01-15
31,swiggy,delhi,-0.2212285856016802,-0.5130701945889519,-0.677961564091997,-0.5861973427250701,2024-01-16
32,zomato,mumbai,-0.21107116661170408,0.40818844210391725,0.39895685394270014,-0.21982400352190115,2024-01-16
